participant.code,participant.label,participant.label_num,participant.payoff,participant.dutch_payoff,participant.honolulu_payoff,participant.time_started_utc,participant.date_num,session.code,session.treatment_num,session.config.real_world_currency_per_point,session.config.skip_intro_dutch,session.config.discount_a,session.config.start_round_dutch,session.config.name,session.config.num_test_rounds,session.config.start_price,session.config.price_tick,session.config.start_round_honolulu,session.config.skip_intro_honolulu,session.config.num_formal_rounds,session.config.discount_b,session.config.participation_fee,subsession.is_dutch_first,subsession.round_number,group.id_in_subsession,player.id_in_group,subsession.price_start,player.item_value,player.is_dutch_winner,group.have_dutch_winner,group.dutch_time_elapsed,group.dutch_final_price,player.is_final_winner,player.payoff,group.auctioneer_utility,predict.player.bid,predict.player.is_dutch_winner,predict.player.payoff,predict.group.dutch_time_elapsed,predict.group.dutch_final_price,predict.group.auctioneer_utility,paydiff_norm,paydiff_pct,predict0.player.bid,predict0.player.is_dutch_winner,predict0.player.payoff,predict0.group.dutch_time_elapsed,predict0.group.dutch_final_price,predict0.group.auctioneer_utility
4uwxoyym,p08,8,-29,-30,1,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,20,2,4,50,19,0,1,23.54146886,27,0,0,14.92322647,15.7451266,0,0.0,21.76021794,28.23978206,16.56420962,-1.6666667222222222,-30000000.0,15.200000000000001,0.0,-0.0,22.799999999999997,27.200000000000003,15.416960000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,3,1,4,50,17,0,1,14.71126795,36,0,0,25.93749272,14.07979195,0,0.0,17.59447493,32.40552507,21.5725193,-0.0106814123333333,0.939771479941808,13.600000000000001,0.0,-0.0,18.799999999999997,31.200000000000003,20.055360000000004
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,4,2,1,50,2,0,1,19.80819654,31,0,0,19.33297224,1.625656568,0,0.0,23.42644025,26.57355975,14.74560547,-0.0106814123333333,0.939771479941808,1.6,0.0,-0.0,24.4,25.6,13.73184
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,5,3,5,50,28,0,1,8.07903409,42,0,0,35.5529308,23.24128995,0,0.0,10.92889798,39.07110202,30.95802435,-0.0106814123333333,0.939771479941808,22.400000000000002,0.0,-0.0,12.399999999999999,37.6,28.74144
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,6,1,4,50,18,0,1,8.944373608,42,0,0,34.86238986,14.91242689,0,0.0,13.42853329,36.57146671,27.24054471,-0.0106814123333333,0.939771479941808,14.4,0.0,-0.0,14.799999999999997,35.2,25.301760000000005
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,7,1,3,50,10,0,1,15.03493714,35,0,0,25.0017668,8.254446859,0,0.0,17.59447493,32.40552507,21.5725193,-0.0106814123333333,0.939771479941808,8.0,0.0,-0.0,18.799999999999997,31.200000000000003,20.055360000000004
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,8,3,5,50,9,0,1,31.05243611,19,0,0,7.790070564,7.423038182,0,0.0,31.75646473,18.24353527,7.235881767,-0.0106814123333333,0.939771479941808,7.2,0.0,-0.0,32.4,17.6,6.765440000000002
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,9,2,5,50,33,1,1,23.44423461,27,1,3,14.97310765,27.40666466,1,3.192265422,22.59333534,27.40666466,15.64171332,-0.0106814123333333,0.939771479941808,26.400000000000002,1.0,3.6405599999999994,23.599999999999998,26.400000000000002,14.562240000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,10,2,2,50,18,0,1,19.80782223,31,0,0,19.33319271,14.91242689,0,0.0,20.92708898,29.07291102,17.5130945,-0.0106814123333333,0.939771479941808,14.4,0.0,-0.0,22.0,28.0,16.296000000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,11,3,1,50,13,0,1,26.64489913,24,0,0,11.849926,10.7501472,0,0.0,25.92566788,24.07433212,12.21561248,-0.0106814123333333,0.939771479941808,10.4,0.0,-0.0,26.799999999999997,23.200000000000003,11.386560000000001
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,12,3,2,50,22,0,1,7.774483204,43,0,0,36.64824722,18.24353527,0,0.0,9.262450849,40.73754915,33.56828776,-0.0106814123333333,0.939771479941808,17.6,0.0,-0.0,10.799999999999997,39.2,31.156160000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,13,2,3,50,5,0,1,18.013695,32,0,0,21.04767344,4.102386571,0,0.0,20.09394947,29.90605053,18.48836784,-0.0106814123333333,0.939771479941808,4.0,0.0,-0.0,21.2,28.8,17.19936
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,14,1,4,50,3,0,1,12.0343864,38,0,0,29.31117302,2.448609551,0,0.0,9.262450849,40.73754915,33.56828776,-0.0106814123333333,0.939771479941808,2.4000000000000004,0.0,-0.0,10.799999999999997,39.2,31.156160000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,15,2,1,50,17,0,1,15.64728308,35,0,0,24.59455675,14.07979195,0,0.0,14.26173436,35.73826564,26.05416227,-0.0106814123333333,0.939771479941808,13.600000000000001,0.0,-0.0,15.600000000000001,34.4,24.20384
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,16,1,2,50,28,0,1,9.330028772,41,0,0,33.73190759,23.24128995,0,0.0,11.76211472,38.23788528,29.6924758,-0.0106814123333333,0.939771479941808,22.400000000000002,0.0,-0.0,13.199999999999996,36.800000000000004,27.570560000000008
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,17,2,5,50,34,0,1,10.95177102,40,0,0,31.67665402,28.23978206,0,0.0,15.0949295,34.9050705,24.89416851,-0.0106814123333333,0.939771479941808,27.200000000000003,0.0,0.0,16.4,33.6,23.13024
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,18,2,1,50,14,0,1,11.05867028,39,0,0,30.80552532,11.58239179,0,0.0,10.92889798,39.07110202,30.95802435,-0.0106814123333333,0.939771479941808,11.200000000000001,0.0,-0.0,12.399999999999999,37.6,28.74144
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,19,2,5,50,42,0,1,13.93884134,37,0,0,27.20099454,34.9050705,0,0.0,9.262450849,40.73754915,33.56828776,-0.0106814123333333,0.939771479941808,33.6,0.0,0.0,10.799999999999997,39.2,31.156160000000003
vsnra3b2,p07,7,46,3,43,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,20,3,3,50,6,0,1,22.38588476,28,0,0,16.09070931,4.931463472,0,0.0,17.59447493,32.40552507,21.5725193,-0.0106814123333333,0.939771479941808,4.800000000000001,0.0,-0.0,18.799999999999997,31.200000000000003,20.055360000000004
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,3,3,2,50,20,0,1,8.671601057,42,0,0,35.08006236,16.57788247,0,0.0,10.92889798,39.07110202,30.95802435,-0.2590020944444444,0.7360419120835644,16.0,0.0,-0.0,12.399999999999999,37.6,28.74144
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,4,3,4,50,13,0,1,27.91380143,23,0,0,10.80166878,10.7501472,0,0.0,28.42473321,21.57526679,9.923113948,-0.2590020944444444,0.7360419120835644,10.4,0.0,-0.0,29.2,20.8,9.26016
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,5,1,3,50,16,0,1,6.616785526,44,0,0,38.4683673,13.24723213,0,0.0,11.76211472,38.23788528,29.6924758,-0.2590020944444444,0.7360419120835644,12.8,0.0,-0.0,13.199999999999996,36.800000000000004,27.570560000000008
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,6,1,5,50,39,0,1,8.944373608,42,0,0,34.86238986,32.40552507,0,0.0,13.42853329,36.57146671,27.24054471,-0.2590020944444444,0.7360419120835644,31.200000000000003,0.0,0.0,14.799999999999997,35.2,25.301760000000005
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,7,2,4,50,13,0,1,8.855061769,42,0,0,34.93366071,10.7501472,0,0.0,13.42853329,36.57146671,27.24054471,-0.2590020944444444,0.7360419120835644,10.4,0.0,-0.0,14.799999999999997,35.2,25.301760000000005
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,8,2,3,50,39,0,1,10.67876673,40,0,0,31.88413729,32.40552507,0,0.0,11.76211472,38.23788528,29.6924758,-0.2590020944444444,0.7360419120835644,31.200000000000003,0.0,0.0,13.199999999999996,36.800000000000004,27.570560000000008
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,9,1,3,50,42,1,1,12.84016275,38,1,3,28.72940249,34.9050705,1,5.060077749,15.0949295,34.9050705,24.89416851,-0.2590020944444444,0.7360419120835644,33.6,1.0,5.782559999999999,16.4,33.6,23.13024
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,10,3,5,50,22,0,1,17.0065558,33,0,0,22.33688951,18.24353527,0,0.0,20.92708898,29.07291102,17.5130945,-0.2590020944444444,0.7360419120835644,17.6,0.0,-0.0,22.0,28.0,16.296000000000003
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,11,1,2,50,27,0,1,26.01211524,24,0,0,12.13847545,22.40826753,1,2.184549245,27.59173247,22.40826753,10.660892,-0.2590020944444444,0.7360419120835644,21.6,1.0,2.4861599999999995,28.4,21.6,9.944640000000001
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,12,2,5,50,20,0,1,23.13408589,27,0,0,15.13221394,16.57788247,0,0.0,25.09260786,24.90739214,13.03255509,-0.2590020944444444,0.7360419120835644,16.0,0.0,-0.0,26.0,24.0,12.144
t1bd9l7t,p09,9,58,13,45,2022/9/14 4:08:34,2022091404,ogo32l47,521,1.3,0,1,0,05_D2H1,2,32,1,0,0,18,0.019,10,0,13,3,5,50,38,0,1,12.41365981,38,0,0,29.03733762,31.57235826,0,0.0,16.76130024,33.23869976,22.65334706,-0.2590020944444444,0.7360419120835644,30.400000000000002,0.0,0.0,18.0,32.0,21.056
